PLATFORM_CODE,PARAMETER_NAME,START_DATE,END_DATE,QUALITY_CODE,COMMENT,DAC
4902125,PSAL,20150720,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
4902126,PSAL,20150720,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
4902127,PSAL,20150723,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
4902128,PSAL,20150820,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
4902129,PSAL,20150820,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
4902291,PSAL,20150901,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
4902293,PSAL,20151015,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
4902295,PSAL,20151015,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
4902296,PSAL,20151015,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
4902301,PSAL,20170603,,4,sensor drift,AO
4902309,PSAL,20181007,,4,salinity drift,AO
4902315,PSAL,20190625,,4,sensor problem,AO
4902317,PSAL,20190812,,4,sensor problem,AO
4902319,PSAL,20180630,,4,sensor problem,AO
4902325,PSAL,20170325,,4,sensor problem,AO
4902325,TEMP,20170325,,4,sensor problem,AO
4902330,PSAL,20181002,,4,sensor problem,AO
4902342,PSAL,20171115,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
4902346,PSAL,20160919,,3,pump failure,AO
4902346,TEMP,20160919,,3,pump failure,AO
4902348,PSAL,20170611,,4,sensor problem,AO
4902348,TEMP,20170611,,4,sensor problem,AO
4902896,PSAL,20180602,,4,salinity sensor drift,AO
4902902,PSAL,20180709,,4,sensor drift,AO
4902914,PSAL,20170820,,4,salinity drift,AO
4902917,PSAL,20170729,,4,sensor problem,AO
4902917,TEMP,20170729,,3,sensor problem,AO
4902925,PSAL,20171118,,4,sensor problem,AO
4903008,PSAL,20190501,,4,sensor problem,AO
5900884,PSAL,20080803,,3,salinity fresh shift,AO
5900893,PRES,20060808,,4,pressure sensor problem,AO
5900893,PSAL,20060808,,3,pressure sensor problem,AO
5900893,TEMP,20060808,,3,pressure sensor problem,AO
5900944,PSAL,20140717,,4,sensor drift,AO
5901014,PSAL,20130613,,3,salinity fresh shift,AO
5901061,PRES,20140805,,4,sensor problem,AO
5901061,PSAL,20140805,,4,sensor problem,AO
5901061,TEMP,20140805,,4,sensor problem,AO
5901091,PRES,20080225,,3,sensor problem,AO
5901091,PSAL,20080225,,3,sensor problem,AO
5901091,TEMP,20080225,,3,sensor problem,AO
5901102,PRES,20051121,,3,potential problem with bin assignment,AO
5901105,PRES,20051122,,3,potential problem with bin assignment,AO
5901393,PRES,20110730,,3,pressure sensor problem,AO
5901393,PSAL,20110730,,3,pressure sensor problem,AO
5901393,TEMP,20110730,,3,pressure sensor problem,AO
5901431,PSAL,20080825,,3,sensor problem,AO
5901810,PSAL,20170308,,4,salinity drift,AO
5901866,PSAL,20170721,,4,salinity drift,AO
5901886,PRES,20130116,,3,microleak problem,AO
5901886,PSAL,20130116,,3,microleak problem,AO
5901886,TEMP,20130116,,3,microleak problem,AO
5901894,PSAL,20141022,,3,salinity drift,AO
5901896,PRES,20100301,,3,Druck oil microleak,AO
5901896,PSAL,20100301,,4,Druck oil microleak,AO
5901896,TEMP,20100301,,3,Druck oil microleak,AO
5901898,PRES,20110723,,4,oil microleak,AO
5901898,PSAL,20110723,,4,oil microleak,AO
5901898,TEMP,20110723,,4,oil microleak,AO
5902082,PRES,20130128,,3,microleak problem,AO
5902082,PSAL,20130128,,3,microleak problem,AO
5902082,TEMP,20130128,,3,microleak problem,AO
5902092,PRES,20140714,,3,sensor problem,AO
5902092,PSAL,20140714,,3,sensor problem,AO
5902092,TEMP,20140714,,3,sensor problem,AO
5902133,PRES,20161212,,3,sensor problem,AO
5902133,PSAL,20161212,,3,sensor problem,AO
5902133,TEMP,20161212,,3,sensor problem,AO
5902215,PRES,20140622,,3,pressure microleak; no snowflake as of profile 193,AO
5902215,PSAL,20140622,,3,pressure microleak; no snowflake as of profile 193,AO
5902215,TEMP,20140622,,3,pressure microleak; no snowflake as of profile 193,AO
5902216,PRES,20111101,,3,pressure microleak; snowflake starting 06-08-2012,AO
5902216,PSAL,20111101,,3,pressure microleak; snowflake starting 06-08-2012,AO
5902216,TEMP,20111101,,3,pressure microleak; snowflake starting 06-08-2012,AO
5902234,PRES,20140630,,3,pressure microleak; no snowflake as of profile 189,AO
5902234,PSAL,20140630,,3,pressure microleak; no snowflake as of profile 189,AO
5902234,TEMP,20140630,,3,pressure microleak; no snowflake as of profile 189,AO
5902239,PSAL,20100720,,3,salinity problem,AO
5902245,PSAL,20130902,,3,salinity fresh shift,AO
5902345,PSAL,20160720,,4,sensor problem,AO
5902346,PRES,20141029,,4,sensor problem,AO
5902346,PSAL,20141029,,4,sensor problem,AO
5902346,TEMP,20141029,,4,sensor problem,AO
5902364,PSAL,20161027,,4,sensor problem,AO
5902365,PRES,20180510,,4,sensor problem,AO
5902365,PSAL,20180510,,4,sensor problem,AO
5902365,TEMP,20180510,,4,sensor problem,AO
5902368,PSAL,20190517,,4,sensor problem,AO
5902369,PSAL,20141126,,3,sensor problem,AO
5902372,PSAL,20190219,,4,sensor problem,AO
5902391,PSAL,20150915,,4,noisy data,AO
5902396,PSAL,20180820,,4,sensor problem,AO
5902398,PSAL,20170206,,4,sensor problem,AO
5902402,PSAL,20150923,20190403,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902402,PSAL,20190403,,4,sensor problem,AO
5902403,PSAL,20180715,,4,sensor problem,AO
5902404,PSAL,20180804,,4,sensor problem,AO
5902405,PRES,20180428,,4,surface drifter,AO
5902405,PSAL,20180428,,4,surface drifter,AO
5902405,TEMP,20180428,,4,surface drifter,AO
5902406,PSAL,20161026,,3,sensor problem,AO
5902407,PSAL,20161006,,3,sensor problem,AO
5902412,PSAL,20150930,20190617,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902412,PSAL,20190617,,4,sensor problem,AO
5902414,PSAL,20190102,,4,sensor problem,AO
5902418,PSAL,20151013,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902419,PSAL,20151013,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902420,PSAL,20151014,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902421,PSAL,20151015,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902422,PSAL,20151017,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902424,PSAL,20151021,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902428,PSAL,20151024,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902429,PSAL,20151025,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902430,PSAL,20190901,,4,sensor problem,AO
5902431,PSAL,20151027,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902432,PSAL,20151027,20190911,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902432,PSAL,20190911,,4,sensor problem,AO
5902434,PSAL,20151029,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902435,PSAL,20151029,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5902445,PSAL,20171022,,4,sensor problem,AO
5902448,PSAL,20180219,,4,sensor problem,AO
5902449,PSAL,20160917,,3,sensor failure,AO
5902468,PSAL,20190303,,3,salinity drift,AO
5902482,PSAL,20190323,,4,sensor failure,AO
5902488,PSAL,20190818,,4,sensor problem,AO
5902489,PSAL,20180407,,3,sensor drift,AO
5902490,PSAL,20180408,,4,sensor problem,AO
5902491,PSAL,20190704,,4,sensor problem,AO
5902514,PSAL,20190422,,4,sensor problem,AO
5902515,PSAL,20181114,,4,sensor problem,AO
5902516,PSAL,20181204,,4,sensor problem,AO
5902517,PSAL,20190104,,4,sensor problem,AO
5902524,PSAL,20180815,,4,sensor problem,AO
5903292,PSAL,20120304,,4,sensor failure,AO
5903347,PRES,20170919,,3,sensor problem,AO
5903347,PSAL,20170919,,3,sensor problem,AO
5903347,TEMP,20170919,,3,sensor problem,AO
5903390,PSAL,20151203,,4,sensor problem,AO
5903429,PSAL,20150115,,3,sensor problem,AO
5903431,PRES,20120810,,3,sensor problem,AO
5903431,PSAL,20120810,,3,sensor problem,AO
5903431,TEMP,20120810,,3,sensor problem,AO
5903436,PRES,20110927,,3,sensor problem,AO
5903436,PSAL,20110927,,3,sensor problem,AO
5903436,TEMP,20110927,,3,sensor problem,AO
5903498,PRES,20160630,,4,sensor problem,AO
5903498,PSAL,20160630,,4,sensor problem,AO
5903498,TEMP,20160630,,4,sensor problem,AO
5903573,PSAL,20131106,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5903583,PSAL,20150120,,3,sensor problem,AO
5903598,PRES,20171125,,4,sensor problem,AO
5903598,PSAL,20171125,,4,sensor problem,AO
5903598,TEMP,20171125,,4,sensor problem,AO
5903710,PSAL,20131109,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5903712,PSAL,20121231,,3,sensor problem,AO
5903725,PSAL,20131108,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5903728,PSAL,20131107,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5903731,PSAL,20131109,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5903795,PSAL,20180718,,3,sensor problem,AO
5903829,PSAL,20170107,,4,sensor problem,AO
5903872,PSAL,20130621,,3,salinity fresh shift,AO
5903974,PRES,20131125,,4,sensor problem,AO
5903974,PSAL,20131125,,4,sensor problem,AO
5903974,TEMP,20131125,,4,sensor problem,AO
5903975,PRES,20141005,,4,sensor problem,AO
5903975,PSAL,20141005,,4,sensor problem,AO
5903975,TEMP,20141005,,4,sensor problem,AO
5903976,PRES,20180111,,4,sensor problem,AO
5903976,PSAL,20180111,,4,sensor problem,AO
5903976,TEMP,20180111,,4,sensor problem,AO
5903978,PRES,20140622,,3,sensor problem,AO
5903978,PSAL,20140622,,3,sensor problem,AO
5903978,TEMP,20140622,,3,sensor problem,AO
5903980,PRES,20140112,,4,sensor problem,AO
5903980,PSAL,20140112,,4,sensor problem,AO
5903980,TEMP,20140112,,4,sensor problem,AO
5903981,PSAL,20121203,,4,salinity sensor problem,AO
5903982,PRES,20131016,,3,sensor problems,AO
5903982,PSAL,20131016,,3,sensor problems,AO
5903982,TEMP,20131016,,3,sensor problems,AO
5903985,PRES,20131219,,4,sensor problem,AO
5903985,PSAL,20131219,,4,sensor problem,AO
5903985,TEMP,20131219,,4,sensor problem,AO
5903987,PRES,20131010,,3,sensor problem,AO
5903987,PSAL,20131010,,3,sensor problem,AO
5903987,TEMP,20131010,,3,sensor problem,AO
5903992,PRES,20141023,,4,sensor problem,AO
5903992,PSAL,20141023,,4,sensor problem,AO
5903992,TEMP,20141023,,4,sensor problem,AO
5904001,PSAL,20130526,,4,salinity sensor problem,AO
5904049,PSAL,20131001,,4,sensor problem,AO
5904049,TEMP,20131001,,4,sensor problem,AO
5904068,PSAL,20121228,,4,sensor problem,AO
5904068,TEMP,20121228,,4,sensor problem,AO
5904122,PSAL,20131106,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904128,PSAL,20130715,,3,salinity sensor problem,AO
5904130,PSAL,20150110,,3,sensor problem,AO
5904143,PRES,20150117,,3,sensor problems,AO
5904143,PSAL,20150117,,3,sensor problems,AO
5904143,TEMP,20150117,,3,sensor problems,AO
5904155,PSAL,20160604,,3,sensor problem,AO
5904175,PSAL,20140210,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904176,PSAL,20140211,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904186,PSAL,20190510,,4,sensor drift,AO
5904196,PRES,20150303,,4,sensor problem,AO
5904196,PSAL,20150303,,4,sensor problem,AO
5904196,TEMP,20150303,,4,sensor problem,AO
5904203,PSAL,20131009,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904204,PSAL,20131008,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904206,PSAL,20140405,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904207,PSAL,20131011,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904325,PSAL,20131009,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904326,PSAL,20131009,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904327,PSAL,20131009,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904328,PSAL,20131008,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904329,PSAL,20131011,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904343,PSAL,20180118,,4,sensor problem,AO
5904363,PRES,20131113,,4,sensor problem,AO
5904363,PSAL,20131113,,4,sensor problem,AO
5904363,TEMP,20131113,,4,sensor problem,AO
5904378,PSAL,20190102,,4,sensor problem,AO
5904380,PSAL,20180719,,4,salinity drift,AO
5904392,PRES,20160618,,4,frozen profile due to low voltage,AO
5904392,PSAL,20160618,,4,frozen profile due to low voltage,AO
5904392,TEMP,20160618,,4,frozen profile due to low voltage,AO
5904399,PSAL,20140710,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904400,PSAL,20140816,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904401,PSAL,20140812,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904402,PSAL,20140815,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904403,PSAL,20140715,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904404,PSAL,20140713,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904405,PRES,20150115,,4,sensor problem,AO
5904405,PSAL,20150115,,4,sensor problem,AO
5904405,TEMP,20150115,,4,sensor problem,AO
5904407,PRES,20150111,,3,sensor problem,AO
5904407,PSAL,20150111,,3,sensor problem,AO
5904407,TEMP,20150111,,3,sensor problem,AO
5904409,PSAL,20140814,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904410,PSAL,20141117,,3,sensor problem,AO
5904412,PSAL,20141128,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904414,PSAL,20141026,,3,sensor problem,AO
5904416,PSAL,20141126,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904422,PSAL,20141017,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904424,PSAL,20141125,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904425,PSAL,20141124,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904426,PSAL,20141203,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904427,PSAL,20141113,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904428,PSAL,20141123,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904429,PSAL,20141024,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904430,PSAL,20141125,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904431,PSAL,20141117,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904433,PSAL,20141204,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904434,PSAL,20150131,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904435,PSAL,20141130,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904436,PSAL,20141202,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904437,PSAL,20141018,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904438,PSAL,20141205,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904439,PSAL,20141206,,4,sensor problem,AO
5904440,PSAL,20141028,,3,salinity drift,AO
5904441,PSAL,20141015,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904442,PSAL,20141016,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904443,PSAL,20141027,,4,sensor problem,AO
5904444,PSAL,20141120,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904445,PSAL,20141031,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904446,PSAL,20141013,20180906,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904446,PSAL,20180906,,3,sensor problem,AO
5904447,PSAL,20170823,,4,sensor problem,AO
5904448,PSAL,20141115,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904449,PRES,20180420,,4,sensor problem,AO
5904449,PSAL,20180420,,4,sensor problem,AO
5904449,TEMP,20180420,,4,sensor problem,AO
5904450,PSAL,20141023,,3,sensor problem,AO
5904451,PSAL,20151002,,3,salinity drift,AO
5904452,PSAL,20141017,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904453,PSAL,20141023,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904454,PRES,20141104,,3,sensor problem,AO
5904454,PSAL,20141104,,3,sensor problem,AO
5904454,TEMP,20141104,,3,sensor problem,AO
5904455,PSAL,20141101,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904456,PRES,20141102,,4,sensor problem,AO
5904456,PSAL,20141102,,4,sensor problem,AO
5904456,TEMP,20141102,,4,sensor problem,AO
5904457,PSAL,20141103,,3,sensor problem,AO
5904466,PSAL,20141031,,3,sensor problem,AO
5904467,PSAL,20190506,,3,sensor drift,AO
5904468,PSAL,20190514,,4,sensor drift,AO
5904469,PSAL,20190518,,3,sensor drift,AO
5904485,PSAL,20181003,,4,sensor problem,AO
5904485,TEMP,20181003,,4,sensor problem,AO
5904489,PSAL,20150203,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904490,PSAL,20150204,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904491,PSAL,20150205,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904492,PSAL,20150129,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904504,PSAL,20140212,,4,sensor problem,AO
5904506,PSAL,20161025,,4,sensor problem,AO
5904533,PSAL,20140902,,3,sensor problem,AO
5904551,PSAL,20160724,,4,sensor drift,AO
5904568,PSAL,20170414,,4,sensor drift,AO
5904591,PSAL,20171107,,4,salinity drift,AO
5904603,PSAL,20150428,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904604,PSAL,20150429,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904610,PSAL,20151031,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904622,PSAL,20160818,,4,sensor problem,AO
5904624,PSAL,20151026,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904632,PSAL,20151019,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904634,PSAL,20151021,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904644,PSAL,20150826,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904647,PSAL,20150826,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904648,PSAL,20151019,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904649,PSAL,20150820,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904650,PSAL,20151030,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904651,PSAL,20151030,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904652,PSAL,20151102,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904653,PSAL,20151101,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904654,PSAL,20151029,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904657,PSAL,20160109,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904658,PSAL,20160108,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904659,PSAL,20160107,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904660,PSAL,20190514,,4,sensor drift,AO
5904661,PSAL,20151228,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904662,PSAL,20160416,,3,sensor problem,AO
5904663,PSAL,20190513,,3,sensor drift,AO
5904664,PSAL,20160105,,3,sensor problem,AO
5904665,PSAL,20160102,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904666,PSAL,20151230,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904667,PSAL,20151228,,3,sensor problem,AO
5904669,PSAL,20151223,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904670,PSAL,20160123,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904671,PSAL,20160215,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904674,PSAL,20190520,,4,sensor drift,AO
5904676,PSAL,20160117,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904677,PSAL,20190526,,4,sensor drift,AO
5904678,PSAL,20190515,,3,sensor drift,AO
5904682,PSAL,20160301,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904683,PSAL,20160303,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904684,PSAL,20160228,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904685,PSAL,20170108,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904686,PSAL,20160224,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904688,PSAL,20160305,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904689,PSAL,20160325,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904690,PSAL,20160327,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904692,PSAL,20160402,,3,sensor problem,AO
5904701,PSAL,20160811,,3,sensor drift,AO
5904702,PSAL,20180217,,4,salinity drift,AO
5904708,PSAL,20170224,,4,sensor drift,AO
5904711,PSAL,20180602,,4,salinity drift,AO
5904712,PSAL,20170316,,4,sensor problem,AO
5904713,PSAL,20180116,,4,salinity drift,AO
5904715,PSAL,20180718,,4,sensor problem,AO
5904717,PSAL,20180104,,3,salinity sensor drift,AO
5904718,PSAL,20180606,,3,salinity sensor drift,AO
5904719,PSAL,20170917,,4,salinity drift,AO
5904746,PSAL,20160428,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904747,PSAL,20160428,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904748,PSAL,20150909,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904749,PSAL,20160529,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904750,PSAL,20170623,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904751,PSAL,20150622,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904752,PSAL,20150622,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904753,PSAL,20150623,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904754,PSAL,20150623,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904755,PSAL,20150623,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904756,PSAL,20150622,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904757,PSAL,20150707,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904758,PSAL,20150708,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904759,PSAL,20150708,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904763,PSAL,20190517,,3,sensor drift,AO
5904769,PSAL,20160531,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904770,PSAL,20160529,,3,sensor drift,AO
5904771,PSAL,20160521,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904772,PSAL,20160519,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904773,PSAL,20180304,,4,salinity sensor drift,AO
5904774,PSAL,20160528,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904777,PSAL,20160903,,3,salinity drift,AO
5904780,PSAL,20180829,,4,sensor problem,AO
5904787,PSAL,20170118,,3,sensor problem,AO
5904792,PSAL,20160926,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904793,PSAL,20160925,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904794,PSAL,20161002,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904795,PSAL,20160930,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904796,PSAL,20170607,,4,sensor drift,AO
5904797,PSAL,20160927,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904798,PSAL,20160927,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904799,PSAL,20160923,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904818,PSAL,20180602,,4,sensor problem,AO
5904823,PSAL,20190129,,3,salinity drift,AO
5904826,PSAL,20190405,,3,salinity drift,AO
5904830,PSAL,20180208,,4,sensor problem,AO
5904831,PSAL,20190413,,3,salinity drift,AO
5904842,PSAL,20170115,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904843,PSAL,20170106,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904862,PSAL,20180529,,4,sensor problem,AO
5904868,PSAL,20180910,,4,salinity drift,AO
5904943,PSAL,20181022,,4,salinity drift,AO
5904950,PSAL,20160308,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904951,PSAL,20160308,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904952,PSAL,20160308,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904953,PSAL,20160308,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5904954,PSAL,20160308,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905068,PSAL,20181130,,3,salinity drift,AO
5905077,PSAL,20190613,,4,sensor drift,AO
5905082,PSAL,20170303,20180527,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905082,PSAL,20180527,,4,request by D-mode operator,AO
5905083,PSAL,20170304,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905084,PSAL,20170304,20180528,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905084,PSAL,20180528,,4,request by D-mode operator,AO
5905085,PSAL,20170304,20180717,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905085,PSAL,20180717,,4,request by D-mode operator,AO
